mandi,crop,gross_price,distance_km,perishability,days_in_storage,net_earning,action
Meerut Mandi,Potatoes,2300.0,62.4,3,10,1618.02,2
Meerut Mandi,Potatoes,2420.0,72.3,3,22,1235.93,2
Meerut Mandi,Potatoes,1600.0,61.0,3,24,734.71,2
Meerut Mandi,Potatoes,2350.0,57.7,5,27,388.24,2
Meerut Mandi,Potatoes,1400.0,86.4,5,22,334.29,2
Meerut Mandi,Potatoes,4250.0,56.7,3,12,3065.32,2
Meerut Mandi,Potatoes,2350.0,54.9,4,17,1217.12,1
Meerut Mandi,Potatoes,2500.0,76.8,3,28,1043.78,2
Meerut Mandi,Potatoes,1500.0,71.2,5,23,356.38,2
Meerut Mandi,Potatoes,5700.0,72.0,4,21,2609.95,2
Meerut Mandi,Potatoes,4400.0,72.5,4,3,3698.78,2
Meerut Mandi,Potatoes,1845.0,56.1,4,17,920.94,1
Meerut Mandi,Potatoes,1730.0,69.0,5,0,1384.9,1
Meerut Mandi,Potatoes,1725.0,72.0,4,23,612.19,2
Meerut Mandi,Potatoes,3100.0,69.6,5,22,926.43,2
Meerut Mandi,Potatoes,1500.0,56.6,4,5,1069.46,0
Meerut Mandi,Potatoes,1600.0,81.4,5,5,1021.45,0
Meerut Mandi,Potatoes,3750.0,56.8,5,14,1983.25,2
Meerut Mandi,Potatoes,1500.0,85.1,4,5,956.6,0
Meerut Mandi,Potatoes,1500.0,84.8,4,6,931.67,0
Meerut Mandi,Potatoes,2200.0,64.8,4,7,1551.18,2
Meerut Mandi,Potatoes,2000.0,68.2,4,6,1415.05,0
Meerut Mandi,Potatoes,1650.0,58.3,5,0,1354.65,1
Meerut Mandi,Potatoes,1200.0,66.2,5,1,851.76,0
Meerut Mandi,Potatoes,1730.0,79.7,5,20,534.7,1
Meerut Mandi,Onions,2100.0,56.2,5,19,776.19,2
Meerut Mandi,Onions,1750.0,81.4,5,0,1348.7,0
Meerut Mandi,Onions,1650.0,81.9,4,10,948.82,0
Meerut Mandi,Onions,4700.0,82.7,6,12,2404.83,2
Meerut Mandi,Onions,3500.0,75.8,5,25,772.23,2
Meerut Mandi,Onions,3170.0,72.1,5,0,2782.15,2
Meerut Mandi,Onions,3200.0,83.9,6,4,2361.23,2
Meerut Mandi,Onions,2850.0,54.2,6,9,1723.19,0
Meerut Mandi,Onions,1850.0,72.6,5,9,1085.0,0
Meerut Mandi,Onions,3300.0,77.3,5,9,2106.89,1
Meerut Mandi,Onions,3000.0,76.8,4,25,1037.76,2
Meerut Mandi,Onions,4000.0,63.9,5,23,1126.06,2
Meerut Mandi,Onions,6400.0,53.8,6,8,4293.29,2
Meerut Mandi,Onions,3700.0,69.7,4,0,3312.35,2
Meerut Mandi,Onions,4000.0,63.0,6,3,3243.76,2
Meerut Mandi,Onions,8600.0,65.5,4,8,6571.67,2
Meerut Mandi,Onions,2250.0,61.3,5,10,1350.4,0
Meerut Mandi,Onions,3900.0,68.1,6,15,1617.15,1
Meerut Mandi,Onions,2650.0,62.1,4,15,1483.23,1
Meerut Mandi,Onions,2200.0,84.7,5,4,1561.87,0
Meerut Mandi,Onions,3200.0,74.5,5,21,1036.28,2
Meerut Mandi,Onions,2950.0,54.2,4,0,2647.1,2
Meerut Mandi,Onions,2200.0,81.9,5,10,1251.21,0
Meerut Mandi,Onions,1900.0,65.7,4,3,1453.57,0
Meerut Mandi,Onions,3200.0,86.7,5,23,851.21,2
Meerut Mandi,Onions,3170.0,58.6,5,18,1307.73,2
Meerut Mandi,Onions,3000.0,73.6,4,6,2233.13,2
Meerut Mandi,Onions,3200.0,79.4,5,20,1111.48,2
Meerut Mandi,Onions,3300.0,79.8,6,24,431.24,2
Meerut Mandi,Onions,2800.0,63.7,5,8,1867.59,0
Meerut Mandi,Onions,1545.0,56.6,6,11,760.68,1
Meerut Mandi,Onions,2500.0,59.8,5,22,741.51,2
Meerut Mandi,Onions,3500.0,88.6,4,16,1867.28,1
Meerut Mandi,Onions,2300.0,59.2,5,4,1749.09,0
Meerut Mandi,Onions,1400.0,87.7,5,25,244.34,2
Meerut Mandi,Onions,3100.0,71.8,4,14,1802.69,1
Meerut Mandi,Onions,2300.0,65.1,4,3,1819.85,0
Meerut Mandi,Onions,3500.0,59.4,6,7,2365.7,2
Meerut Mandi,Onions,6400.0,79.4,4,17,3501.5,2
Meerut Mandi,Onions,1800.0,55.5,5,0,1514.25,0
Meerut Mandi,Onions,1500.0,72.9,6,3,1018.62,0
Meerut Mandi,Onions,3300.0,79.1,5,22,978.54,2
Meerut Mandi,Onions,4200.0,86.6,5,15,2049.47,1
Meerut Mandi,Onions,2500.0,72.9,4,9,1663.61,0
Meerut Mandi,Onions,3300.0,58.0,4,0,2973.0,2
Meerut Mandi,Onions,4050.0,70.0,4,22,1724.69,2
Meerut Mandi,Onions,1500.0,57.0,4,1,1184.38,0
Meerut Mandi,Onions,1800.0,75.6,6,16,603.69,1
Meerut Mandi,Onions,1800.0,82.5,4,17,824.51,1
Meerut Mandi,Onions,2800.0,57.1,6,16,1054.51,1
Meerut Mandi,Tomatoes,3800.0,81.9,9,4,2630.67,2
Meerut Mandi,Tomatoes,3800.0,72.4,9,8,1930.18,2
Meerut Mandi,Tomatoes,2250.0,81.9,9,1,1737.28,0
Meerut Mandi,Tomatoes,2100.0,80.6,9,5,1237.57,2
Meerut Mandi,Tomatoes,2600.0,82.0,9,9,1120.01,2
Meerut Mandi,Tomatoes,1800.0,87.3,9,4,1074.98,2
Meerut Mandi,Tomatoes,4600.0,86.3,8,1,3921.91,2
Meerut Mandi,Tomatoes,3300.0,66.5,10,10,1173.9,2
Meerut Mandi,Tomatoes,1950.0,63.7,8,1,1546.38,0
Meerut Mandi,Tomatoes,2800.0,78.8,9,9,1228.15,2
Meerut Mandi,Tomatoes,4500.0,65.2,10,9,1893.64,2
Meerut Mandi,Tomatoes,1400.0,69.3,8,5,805.71,2
Meerut Mandi,Tomatoes,1750.0,83.5,10,6,857.12,2
Meerut Mandi,Tomatoes,3500.0,77.8,10,0,3079.9,1
Meerut Mandi,Tomatoes,1650.0,65.1,10,8,688.51,2
Meerut Mandi,Tomatoes,6950.0,75.6,10,9,2976.57,2
Meerut Mandi,Tomatoes,1500.0,85.4,10,9,499.42,2
Meerut Mandi,Tomatoes,3900.0,60.6,10,8,1845.64,2
Meerut Mandi,Tomatoes,1250.0,64.3,8,2,845.83,0
Meerut Mandi,Tomatoes,3900.0,56.5,8,5,2711.49,2
Meerut Mandi,Tomatoes,2450.0,68.8,9,5,1526.72,2
Meerut Mandi,Tomatoes,2800.0,70.6,9,4,1902.22,2
Meerut Mandi,Tomatoes,5600.0,54.0,9,6,3545.62,2
Meerut Mandi,Tomatoes,3800.0,69.9,9,10,1568.35,2
Meerut Mandi,Tomatoes,3900.0,60.9,8,0,3547.95,2
Meerut Mandi,Tomatoes,2500.0,71.5,8,8,1311.0,2
Meerut Mandi,Tomatoes,2600.0,86.2,10,1,2030.49,0
Meerut Mandi,Tomatoes,2000.0,57.5,9,9,874.44,2
Meerut Mandi,Tomatoes,2375.0,72.1,8,2,1810.76,0
Meerut Mandi,Tomatoes,3450.0,54.9,10,2,2757.88,1
Meerut Mandi,Tomatoes,2570.0,55.5,8,3,1942.14,2
Meerut Mandi,Tomatoes,3000.0,83.4,9,4,2010.72,2
Meerut Mandi,Tomatoes,2800.0,55.7,10,4,1894.95,2
Meerut Mandi,Tomatoes,1830.0,66.9,10,7,865.56,2
Meerut Mandi,Tomatoes,1980.0,82.0,10,4,1194.26,2
Meerut Mandi,Tomatoes,2000.0,84.3,10,8,821.94,2
Meerut Mandi,Tomatoes,2500.0,76.3,8,9,1196.58,2
Meerut Mandi,Tomatoes,3200.0,76.5,10,9,1284.2,2
Meerut Mandi,Tomatoes,2000.0,55.5,8,9,971.42,2
Meerut Mandi,Tomatoes,7500.0,80.4,9,5,5101.39,2
Meerut Mandi,Tomatoes,1250.0,82.0,8,3,732.74,2
Meerut Mandi,Tomatoes,2200.0,73.4,8,7,1212.26,2
Meerut Mandi,Tomatoes,3100.0,58.8,9,10,1275.76,2
Meerut Mandi,Tomatoes,2000.0,54.3,9,0,1715.65,0
Meerut Mandi,Tomatoes,3000.0,85.4,10,3,2095.67,2
Meerut Mandi,Tomatoes,1400.0,76.1,10,4,782.46,2
Meerut Mandi,Tomatoes,2305.0,78.2,10,0,1907.0,0
Meerut Mandi,Tomatoes,2500.0,64.8,9,10,992.86,2
Meerut Mandi,Tomatoes,2425.0,76.1,10,6,1301.79,2
Meerut Mandi,Tomatoes,2750.0,85.2,8,6,1645.86,2
Hapur Mandi,Wheat,2800.0,50.7,2,45,1157.29,2
Hapur Mandi,Wheat,2800.0,67.0,2,43,1182.17,2
Hapur Mandi,Wheat,2800.0,62.1,1,24,2109.65,1
Hapur Mandi,Wheat,2800.0,59.2,2,18,1942.44,1
Hapur Mandi,Wheat,2800.0,53.6,2,32,1541.72,2
Hapur Mandi,Wheat,2800.0,79.5,2,8,2157.17,0
Hapur Mandi,Wheat,2800.0,76.3,1,4,2343.03,2
Hapur Mandi,Wheat,2800.0,61.8,1,7,2362.33,2
Hapur Mandi,Wheat,2800.0,52.3,2,44,1184.08,2
Hapur Mandi,Wheat,2800.0,80.0,1,0,2384.0,2
Hapur Mandi,Wheat,2800.0,55.2,2,13,2106.29,0
Hapur Mandi,Wheat,2800.0,78.2,1,40,1818.0,2
Hapur Mandi,Wheat,2800.0,62.8,2,38,1339.0,2
Hapur Mandi,Wheat,2800.0,68.6,1,26,2055.39,1
Hapur Mandi,Wheat,2800.0,60.5,1,6,2382.77,2
Hapur Mandi,Wheat,2800.0,71.0,2,28,1609.87,1
Hapur Mandi,Wheat,2800.0,58.9,1,36,1943.5,2
Hapur Mandi,Wheat,2800.0,50.4,2,19,1943.28,1
Hapur Mandi,Wheat,2800.0,55.5,1,40,1895.63,2
Hapur Mandi,Wheat,2800.0,56.6,2,22,1832.12,1
Hapur Mandi,Wheat,2800.0,64.5,1,15,2232.91,1
Hapur Mandi,Wheat,2800.0,55.3,2,26,1716.66,1
Hapur Mandi,Wheat,2800.0,59.3,2,16,2001.54,1
Hapur Mandi,Wheat,2800.0,66.1,1,17,2197.0,1
Hapur Mandi,Wheat,2800.0,80.4,1,12,2210.68,0
Hapur Mandi,Wheat,2800.0,67.9,1,14,2233.62,1
Hapur Mandi,Wheat,2800.0,48.2,2,3,2436.12,2
Hapur Mandi,Wheat,2800.0,60.2,2,40,1286.01,2
Hapur Mandi,Wheat,2800.0,56.8,2,40,1293.97,2
Hapur Mandi,Wheat,2800.0,62.7,1,11,2299.37,2
Hapur Mandi,Wheat,2800.0,78.9,2,43,1156.25,2
Hapur Mandi,Wheat,2800.0,52.2,1,19,2223.06,1
Hapur Mandi,Wheat,2800.0,56.1,1,24,2132.77,1
Hapur Mandi,Wheat,2800.0,64.5,1,24,2100.41,1
Hapur Mandi,Wheat,2800.0,70.9,2,13,2046.66,0
Hapur Mandi,Wheat,2800.0,54.0,1,7,2395.96,2
Hapur Mandi,Wheat,2800.0,75.8,1,34,1912.71,2
Hapur Mandi,Wheat,2800.0,63.2,1,29,2031.63,1
Hapur Mandi,Wheat,2800.0,51.0,1,1,2499.41,2
Hapur Mandi,Wheat,2800.0,55.5,1,25,2120.11,1
Hapur Mandi,Wheat,2800.0,78.7,2,14,1988.36,1
Hapur Mandi,Wheat,2800.0,65.0,2,15,2010.23,1
Hapur Mandi,Wheat,2800.0,74.1,2,14,2005.58,1
Hapur Mandi,Wheat,2800.0,48.0,2,1,2497.66,2
Hapur Mandi,Wheat,2800.0,52.2,1,22,2177.9,1
Hapur Mandi,Wheat,2800.0,59.6,2,22,1822.19,1
Hapur Mandi,Wheat,2800.0,68.6,1,41,1836.22,2
Hapur Mandi,Wheat,2800.0,75.0,2,31,1511.28,1
Hapur Mandi,Wheat,2800.0,77.4,2,16,1935.73,1
Hapur Mandi,Wheat,2800.0,47.1,2,31,1590.13,1
Hapur Mandi,Mustard,5680.0,62.0,2,18,4145.32,0
Hapur Mandi,Mustard,5800.0,67.5,3,21,3346.52,1
Hapur Mandi,Mustard,6200.0,48.1,3,8,5015.77,0
Hapur Mandi,Mustard,5680.0,73.3,1,16,4733.84,1
Hapur Mandi,Mustard,5750.0,59.3,3,36,1889.59,2
Hapur Mandi,Mustard,5750.0,76.2,3,37,1767.56,2
Hapur Mandi,Mustard,5400.0,77.9,1,13,4556.02,0
Hapur Mandi,Mustard,6050.0,81.7,2,19,4293.36,1
Hapur Mandi,Mustard,6200.0,49.2,2,40,3044.39,2
Hapur Mandi,Mustard,6000.0,65.3,1,38,4312.51,2
Hapur Mandi,Mustard,5492.0,72.0,3,2,4876.07,0
Hapur Mandi,Mustard,5550.0,70.9,1,36,4014.04,2
Hapur Mandi,Mustard,5950.0,57.7,3,8,4769.08,0
Hapur Mandi,Mustard,5400.0,71.0,3,44,1034.28,2
Hapur Mandi,Mustard,5650.0,64.0,2,23,3800.28,1
Hapur Mandi,Mustard,6010.0,61.2,2,32,3458.47,2
Hapur Mandi,Mustard,5800.0,49.3,1,42,4085.69,2
Hapur Mandi,Mustard,6800.0,56.7,2,7,5870.51,2
Hapur Mandi,Mustard,5721.0,65.3,3,31,2348.23,1
Hapur Mandi,Mustard,5670.0,72.7,1,44,3848.88,2
Hapur Mandi,Mustard,5550.0,81.3,1,12,4707.88,0
Hapur Mandi,Mustard,5925.0,79.9,1,20,4793.32,1
Hapur Mandi,Mustard,5750.0,56.1,1,34,4284.51,2
Hapur Mandi,Mustard,6200.0,73.2,2,44,2712.4,2
Hapur Mandi,Mustard,6080.0,68.4,3,32,2395.85,2
Hapur Mandi,Mustard,5492.0,80.5,2,33,3032.03,2
Hapur Mandi,Mustard,6200.0,75.6,3,14,4290.38,0
Hapur Mandi,Mustard,5721.0,57.8,1,19,4736.98,1
Hapur Mandi,Mustard,6010.0,49.3,2,27,3831.53,1
Hapur Mandi,Mustard,5650.0,71.3,1,31,4245.95,1
Hapur Mandi,Mustard,5650.0,68.7,3,5,4757.34,0
Hapur Mandi,Mustard,5980.0,56.0,1,12,5204.6,0
Hapur Mandi,Mustard,5850.0,77.8,3,20,3445.06,1
Hapur Mandi,Mustard,5725.0,59.3,2,44,2522.2,2
Hapur Mandi,Mustard,5492.0,69.6,2,43,2453.38,2
Hapur Mandi,Mustard,6120.0,64.4,1,3,5605.06,2
Hapur Mandi,Mustard,6050.0,51.5,3,28,2825.84,1
Hapur Mandi,Mustard,7650.0,54.8,3,2,6989.39,2
Hapur Mandi,Mustard,6080.0,53.0,1,5,5548.3,2
Hapur Mandi,Mustard,6050.0,78.8,3,24,3166.26,1
Hapur Mandi,Mustard,6800.0,64.5,1,38,4920.53,2
Hapur Mandi,Mustard,7150.0,65.8,1,36,5261.35,2
Hapur Mandi,Mustard,6010.0,63.1,2,18,4394.99,0
Hapur Mandi,Mustard,5950.0,69.1,3,9,4625.8,0
Hapur Mandi,Mustard,6050.0,50.7,1,18,5085.16,1
Hapur Mandi,Mustard,5550.0,64.0,3,6,4594.69,0
Hapur Mandi,Mustard,5690.0,60.2,2,38,2886.08,2
Hapur Mandi,Mustard,5800.0,78.4,3,44,1108.89,2
Hapur Mandi,Mustard,5150.0,76.7,1,35,3714.46,2
Hapur Mandi,Mustard,5725.0,66.6,1,16,4800.96,1
Hapur Mandi,Potatoes,1850.0,79.6,5,14,843.78,1
Hapur Mandi,Potatoes,1850.0,79.9,4,12,1034.86,0
Hapur Mandi,Potatoes,1850.0,51.4,3,25,869.93,2
Hapur Mandi,Potatoes,1850.0,78.1,3,8,1251.09,0
Hapur Mandi,Potatoes,1850.0,65.9,3,13,1161.6,1
Hapur Mandi,Potatoes,1850.0,58.8,5,15,851.62,1
Hapur Mandi,Potatoes,1850.0,49.4,5,27,302.23,2
Hapur Mandi,Potatoes,1850.0,56.8,5,30,233.61,2
Hapur Mandi,Potatoes,1850.0,59.7,3,2,1488.75,0
Hapur Mandi,Potatoes,1850.0,71.2,4,25,597.04,2
Hapur Mandi,Potatoes,1850.0,73.2,4,23,664.65,2
Hapur Mandi,Potatoes,1850.0,74.1,5,3,1346.39,1
Hapur Mandi,Potatoes,1850.0,65.4,5,4,1336.46,1
Hapur Mandi,Potatoes,1850.0,48.5,5,6,1307.7,0
Hapur Mandi,Potatoes,1850.0,77.0,4,0,1466.5,0
Hapur Mandi,Potatoes,1850.0,75.2,3,24,837.57,2
Hapur Mandi,Potatoes,1850.0,78.8,4,13,1003.38,1
Hapur Mandi,Potatoes,1850.0,78.4,4,26,549.04,2
Hapur Mandi,Potatoes,1850.0,66.1,5,25,378.89,2
Hapur Mandi,Potatoes,1850.0,72.0,3,8,1274.58,0
Hapur Mandi,Potatoes,1850.0,55.8,4,0,1561.9,2
Hapur Mandi,Potatoes,1850.0,70.3,3,21,930.92,2
Hapur Mandi,Potatoes,1850.0,75.0,4,4,1333.85,0
Hapur Mandi,Potatoes,1850.0,53.5,4,19,855.3,1
Hapur Mandi,Potatoes,1850.0,63.8,5,25,381.48,2
Hapur Mandi,Potatoes,1850.0,58.0,4,6,1328.51,0
Hapur Mandi,Potatoes,1850.0,47.8,4,17,945.96,1
Hapur Mandi,Potatoes,1850.0,69.9,3,27,770.2,2
Hapur Mandi,Potatoes,1850.0,73.5,3,14,1108.72,1
Hapur Mandi,Potatoes,1850.0,69.9,3,25,824.15,2
Hapur Mandi,Potatoes,1850.0,50.5,3,4,1471.58,0
Hapur Mandi,Potatoes,1850.0,54.1,4,24,665.49,2
Hapur Mandi,Potatoes,1850.0,65.9,3,14,1134.3,1
Hapur Mandi,Potatoes,1850.0,66.2,3,23,887.85,2
Hapur Mandi,Potatoes,1850.0,49.5,3,0,1590.25,2
Hapur Mandi,Potatoes,1850.0,64.1,4,9,1195.25,0
Hapur Mandi,Potatoes,1850.0,78.2,5,27,277.61,2
Hapur Mandi,Potatoes,1850.0,59.0,4,1,1510.36,0
Hapur Mandi,Potatoes,1850.0,74.9,3,27,758.64,2
Hapur Mandi,Potatoes,1850.0,57.1,3,16,1107.91,1
Hapur Mandi,Potatoes,1850.0,70.3,4,2,1424.81,0
Hapur Mandi,Potatoes,1850.0,71.8,4,3,1382.63,0
Hapur Mandi,Potatoes,1850.0,60.9,3,13,1178.84,1
Hapur Mandi,Potatoes,1850.0,62.3,3,15,1118.83,1
Hapur Mandi,Potatoes,1850.0,56.0,4,23,699.33,2
Hapur Mandi,Potatoes,1850.0,81.4,4,15,925.89,1
Hapur Mandi,Potatoes,1850.0,69.7,3,23,878.62,2
Hapur Mandi,Potatoes,1850.0,80.0,4,11,1069.41,0
Hapur Mandi,Potatoes,1850.0,65.4,3,27,780.61,2
Hapur Mandi,Potatoes,1850.0,71.4,4,18,847.29,1
Hapur Mandi,Onions,3100.0,53.6,5,25,699.2,2
Hapur Mandi,Onions,3100.0,55.1,5,8,2120.44,1
Hapur Mandi,Onions,3100.0,53.4,6,20,783.36,2
Hapur Mandi,Onions,3100.0,49.6,4,9,2206.8,2
Hapur Mandi,Onions,3100.0,74.2,6,19,854.5,2
Hapur Mandi,Onions,3100.0,69.7,6,10,1743.58,0
Hapur Mandi,Onions,3100.0,79.9,5,21,991.03,2
Hapur Mandi,Onions,3100.0,59.1,4,12,1973.7,1
Hapur Mandi,Onions,3100.0,51.3,6,8,1998.69,1
Hapur Mandi,Onions,3100.0,68.5,4,10,2074.61,1
Hapur Mandi,Onions,3100.0,74.0,6,4,2315.48,2
Hapur Mandi,Onions,3100.0,69.4,6,3,2431.32,2
Hapur Mandi,Onions,3100.0,52.5,4,25,1120.7,2
Hapur Mandi,Onions,3100.0,49.5,6,25,422.29,2
Hapur Mandi,Onions,3100.0,53.0,5,21,1035.82,2
Hapur Mandi,Onions,3100.0,71.5,6,23,467.19,2
Hapur Mandi,Onions,3100.0,56.2,6,4,2384.05,2
Hapur Mandi,Onions,3100.0,53.6,5,20,1118.72,2
Hapur Mandi,Onions,3100.0,64.1,4,10,2089.66,1
Hapur Mandi,Onions,3100.0,53.4,6,1,2696.98,2
Hapur Mandi,Onions,3100.0,65.0,6,9,1855.96,0
Hapur Mandi,Onions,3100.0,57.3,4,6,2379.81,2
Hapur Mandi,Onions,3100.0,52.5,5,19,1204.75,2
Hapur Mandi,Onions,3100.0,55.6,6,8,1984.91,1
Hapur Mandi,Onions,3100.0,70.7,5,7,2148.68,1
Hapur Mandi,Onions,3100.0,74.0,4,22,1276.76,2
Hapur Mandi,Onions,3100.0,67.1,5,10,1915.23,1
Hapur Mandi,Onions,3100.0,56.7,5,15,1530.57,1
Hapur Mandi,Onions,3100.0,47.7,5,6,2315.15,2
Hapur Mandi,Onions,3100.0,69.6,4,15,1743.87,1
Hapur Mandi,Onions,3100.0,75.2,6,13,1436.19,1
Hapur Mandi,Onions,3100.0,56.5,6,15,1280.52,1
Hapur Mandi,Onions,3100.0,52.5,6,25,420.26,2
Hapur Mandi,Onions,3100.0,70.8,4,8,2197.28,1
Hapur Mandi,Onions,3100.0,49.1,6,11,1701.5,1
Hapur Mandi,Onions,3100.0,66.8,5,4,2408.91,2
Hapur Mandi,Onions,3100.0,67.3,6,3,2439.75,2
Hapur Mandi,Onions,3100.0,64.2,6,24,412.37,2
Hapur Mandi,Onions,3100.0,67.7,5,3,2487.35,2
Hapur Mandi,Onions,3100.0,62.4,4,20,1433.74,2
Hapur Mandi,Onions,3100.0,57.5,5,10,1945.47,1
Hapur Mandi,Onions,3100.0,57.5,4,16,1712.02,1
Hapur Mandi,Onions,3100.0,49.8,5,7,2222.98,2
Hapur Mandi,Onions,3100.0,62.3,5,20,1103.06,2
Hapur Mandi,Onions,3100.0,52.0,4,3,2602.11,2
Hapur Mandi,Onions,3100.0,65.3,6,9,1855.05,0
Hapur Mandi,Onions,3100.0,70.0,6,17,1056.52,1
Hapur Mandi,Onions,3100.0,54.4,4,25,1117.28,2
Hapur Mandi,Onions,3100.0,54.2,4,2,2659.98,2
Hapur Mandi,Onions,3100.0,65.0,6,24,411.83,2
Hapur Mandi,Tomatoes,1900.0,56.6,8,9,912.95,2
Hapur Mandi,Tomatoes,1900.0,73.9,8,1,1456.04,0
Hapur Mandi,Tomatoes,1900.0,69.4,9,2,1382.33,0
Hapur Mandi,Tomatoes,1900.0,76.3,8,6,1081.28,2
Hapur Mandi,Tomatoes,1900.0,52.7,8,10,844.92,2
Hapur Mandi,Tomatoes,1900.0,53.6,9,8,920.61,2
Hapur Mandi,Tomatoes,1900.0,62.9,9,7,982.11,2
Hapur Mandi,Tomatoes,1900.0,64.2,8,6,1120.05,2
Hapur Mandi,Tomatoes,1900.0,68.1,8,3,1331.55,2
Hapur Mandi,Tomatoes,1900.0,54.7,10,0,1615.85,0
Hapur Mandi,Tomatoes,1900.0,76.4,8,8,935.21,2
Hapur Mandi,Tomatoes,1900.0,48.2,8,5,1250.28,2
Hapur Mandi,Tomatoes,1900.0,76.1,10,2,1337.2,0
Hapur Mandi,Tomatoes,1900.0,68.3,8,0,1554.65,0
Hapur Mandi,Tomatoes,1900.0,75.4,9,8,864.89,2
Hapur Mandi,Tomatoes,1900.0,67.2,8,3,1335.02,2
Hapur Mandi,Tomatoes,1900.0,70.2,9,8,878.18,2
Hapur Mandi,Tomatoes,1900.0,77.3,10,10,605.66,2
Hapur Mandi,Tomatoes,1900.0,58.8,9,0,1597.4,0
Hapur Mandi,Tomatoes,1900.0,62.2,10,0,1582.1,0
Hapur Mandi,Tomatoes,1900.0,77.5,8,7,1004.8,2
Hapur Mandi,Tomatoes,1900.0,67.8,10,7,903.0,2
Hapur Mandi,Tomatoes,1900.0,76.9,8,6,1079.36,2
Hapur Mandi,Tomatoes,1900.0,66.7,9,7,971.47,2
Hapur Mandi,Tomatoes,1900.0,67.9,8,4,1257.61,2
Hapur Mandi,Tomatoes,1900.0,77.2,8,7,1005.69,2
Hapur Mandi,Tomatoes,1900.0,61.0,9,4,1244.6,2
Hapur Mandi,Tomatoes,1900.0,51.2,8,5,1240.02,2
Hapur Mandi,Tomatoes,1900.0,66.3,9,0,1563.65,0
Hapur Mandi,Tomatoes,1900.0,61.3,9,9,815.28,2
Hapur Mandi,Tomatoes,1900.0,66.5,8,6,1112.68,2
Hapur Mandi,Tomatoes,1900.0,80.5,9,6,1013.83,2
Hapur Mandi,Tomatoes,1900.0,63.9,10,3,1291.05,2
Hapur Mandi,Tomatoes,1900.0,66.0,8,9,888.92,2
Hapur Mandi,Tomatoes,1900.0,74.2,10,9,702.93,2
Hapur Mandi,Tomatoes,1900.0,64.5,10,7,911.62,2
Hapur Mandi,Tomatoes,1900.0,79.4,8,2,1360.25,0
Hapur Mandi,Tomatoes,1900.0,72.1,9,7,956.36,2
Hapur Mandi,Tomatoes,1900.0,76.4,9,6,1026.3,2
Hapur Mandi,Tomatoes,1900.0,56.3,8,2,1454.22,0
Hapur Mandi,Tomatoes,1900.0,76.1,9,10,698.99,2
Hapur Mandi,Tomatoes,1900.0,62.8,8,6,1124.53,2
Hapur Mandi,Tomatoes,1900.0,53.7,9,4,1270.35,2
Hapur Mandi,Tomatoes,1900.0,60.6,8,0,1589.3,0
Hapur Mandi,Tomatoes,1900.0,49.0,9,3,1375.58,2
Hapur Mandi,Tomatoes,1900.0,81.4,9,5,1091.86,2
Hapur Mandi,Tomatoes,1900.0,62.9,8,5,1200.0,2
Hapur Mandi,Tomatoes,1900.0,79.8,10,6,961.86,2
Hapur Mandi,Tomatoes,1900.0,79.9,9,7,934.52,2
Hapur Mandi,Tomatoes,1900.0,70.0,8,4,1249.98,2
Bulandshahr Mandi,Wheat,2830.0,72.4,1,26,2065.77,1
Bulandshahr Mandi,Wheat,2830.0,74.5,2,25,1706.7,1
Bulandshahr Mandi,Wheat,2830.0,85.5,2,34,1414.08,2
Bulandshahr Mandi,Wheat,2830.0,78.8,1,32,1954.39,2
Bulandshahr Mandi,Wheat,2830.0,66.9,1,11,2309.17,2
Bulandshahr Mandi,Wheat,2830.0,68.7,2,31,1547.55,1
Bulandshahr Mandi,Wheat,2830.0,66.3,2,21,1851.34,1
Bulandshahr Mandi,Wheat,2830.0,60.0,2,19,1932.62,1
Bulandshahr Mandi,Wheat,2830.0,78.5,1,9,2289.46,2
Bulandshahr Mandi,Wheat,2830.0,67.1,2,3,2382.48,2
Bulandshahr Mandi,Wheat,2830.0,77.0,1,42,1815.32,2
Bulandshahr Mandi,Wheat,2830.0,88.8,2,32,1462.26,2
Bulandshahr Mandi,Wheat,2830.0,80.2,1,21,2108.53,1
Bulandshahr Mandi,Wheat,2830.0,56.8,1,26,2125.02,1
Bulandshahr Mandi,Wheat,2830.0,75.4,1,44,1791.5,2
Bulandshahr Mandi,Wheat,2830.0,71.3,2,32,1510.77,2
Bulandshahr Mandi,Wheat,2830.0,59.3,2,40,1303.41,2
Bulandshahr Mandi,Wheat,2830.0,86.1,1,15,2171.21,1
Bulandshahr Mandi,Wheat,2830.0,88.0,2,0,2377.4,2
Bulandshahr Mandi,Wheat,2830.0,91.4,1,7,2262.89,0
Bulandshahr Mandi,Wheat,2830.0,57.1,1,4,2456.06,2
Bulandshahr Mandi,Wheat,2830.0,67.4,1,17,2218.15,1
Bulandshahr Mandi,Wheat,2830.0,84.2,1,32,1934.76,2
Bulandshahr Mandi,Wheat,2830.0,88.7,1,38,1832.92,2
Bulandshahr Mandi,Wheat,2830.0,63.3,2,37,1383.63,2
Bulandshahr Mandi,Wheat,2830.0,84.9,2,42,1186.11,2
Bulandshahr Mandi,Wheat,2830.0,67.1,2,24,1759.67,1
Bulandshahr Mandi,Wheat,2830.0,86.1,2,15,1956.48,1
Bulandshahr Mandi,Wheat,2830.0,72.4,2,11,2124.52,0
Bulandshahr Mandi,Wheat,2830.0,82.8,2,26,1651.75,1
